Time,Label,0,y
-0.3,235,-1.3964787147437852,2
-0.3,1847,0.7197372546484315,2
-0.3,3817,-8.53258835182031,2
-0.3,6088,0.7028486084443463,2
-0.3,6407,8.1843546831482,2
-0.3,6916,-0.7296584246059575,2
-0.3,9948,-0.6233435447156419,2
-0.3,11749,-0.2828036314562369,2
-0.3,12427,3.5752540917794984,2
-0.3,12613,1.01071338517467,2
-0.3,12689,5.898127638400978,2
-0.3,13416,-1.4415222476779224,2
-0.3,13758,-6.44549189614645,2
-0.3,13890,-1.3141920955381954,2
-0.3,14034,-2.5211076846318408,2
-0.3,14290,-10.673408766679598,2
-0.3,14563,-6.94175178526909,2
-0.3,14927,-0.19214647889624,2
-0.3,15144,-13.472330493673015,2
-0.3,15282,27.409205262055696,2
-0.3,15457,-5.630126560947005,2
-0.3,15563,2.651366675417429,2
-0.3,16128,-63.62038740339241,2
-0.3,17586,-4.151224382253506,2
-0.3,17865,5.06952590096282,2
-0.3,18102,18.54339104334746,2
-0.3,19078,-4.973342137821984,2
-0.3,19728,-11.07597652275815,2
-0.3,20046,-14.15444419269698,2
-0.3,21615,43.27087296511398,2
-0.3,24508,-27.972975552435823,2
-0.3,25008,-56.18526982598527,2
-0.3,25545,90.78100524736982,2
-0.3,25799,60.11294186870869,2
-0.3,26391,4.240593771524574,2
-0.3,26601,86.22092703956382,2
-0.3,26954,20.669326205352323,2
-0.3,27145,-0.1039793885709479,2
-0.3,27327,7.685831621650427,2
-0.3,27899,72.83766786173011,2
-0.2959770114942529,235,-1.4781011222396612,2
-0.2959770114942529,1847,0.6795388650999543,2
-0.2959770114942529,3817,-7.932901370046202,2
-0.2959770114942529,6088,0.8443115578981252,2
-0.2959770114942529,6407,8.147964279395296,2
-0.2959770114942529,6916,-0.7769768775135186,2
-0.2959770114942529,9948,-0.3968640807095271,2
-0.2959770114942529,11749,-0.15346683597497074,2
-0.2959770114942529,12427,3.5366677079327697,2
-0.2959770114942529,12613,0.7578481620152782,2
-0.2959770114942529,12689,5.57091510300043,2
-0.2959770114942529,13416,-1.4002162451013862,2
-0.2959770114942529,13758,-6.4829576716289905,2
-0.2959770114942529,13890,-1.6444690414133452,2
-0.2959770114942529,14034,-2.9649829479361696,2
-0.2959770114942529,14290,-10.23634213037186,2
-0.2959770114942529,14563,-6.852573180838159,2
-0.2959770114942529,14927,-0.7338825187809177,2
-0.2959770114942529,15144,-13.092989715708818,2
-0.2959770114942529,15282,31.52945250612688,2
-0.2959770114942529,15457,-1.3737657427981849,2
-0.2959770114942529,15563,4.559117340904962,2
-0.2959770114942529,16128,-112.8387275409944,2
-0.2959770114942529,17586,-4.183305327513925,2
-0.2959770114942529,17865,4.2745521047540675,2
-0.2959770114942529,18102,20.154136916920244,2
-0.2959770114942529,19078,-4.9836697019575045,2
-0.2959770114942529,19728,-10.765831108720413,2
-0.2959770114942529,20046,-14.033099977203058,2
-0.2959770114942529,21615,42.72923608358233,2
-0.2959770114942529,24508,-27.45530644400642,2
-0.2959770114942529,25008,-55.114846948513204,2
-0.2959770114942529,25545,100.92769161465608,2
-0.2959770114942529,25799,61.00569333954221,2
-0.2959770114942529,26391,3.342878913725829,2
-0.2959770114942529,26601,84.31221786204691,2
-0.2959770114942529,26954,20.50804303250104,2
-0.2959770114942529,27145,1.568709943933322,2
-0.2959770114942529,27327,7.16897850220878,2
-0.2959770114942529,27899,73.14979185245542,2
-0.29195402298850576,235,-1.4428944423600942,2
-0.29195402298850576,1847,0.714740182476642,2
-0.29195402298850576,3817,-7.258183570763379,2
-0.29195402298850576,6088,0.9908002039342143,2
-0.29195402298850576,6407,8.210141177710293,2
-0.29195402298850576,6916,-0.734501980886417,2
-0.29195402298850576,9948,-0.14415687229155327,2
-0.29195402298850576,11749,-0.018512496540050133,2
-0.29195402298850576,12427,3.587072034411693,2
-0.29195402298850576,12613,0.4811452680798142,2
-0.29195402298850576,12689,5.0524784142231844,2
-0.29195402298850576,13416,-1.2605265491223419,2
-0.29195402298850576,13758,-6.449401631252383,2
-0.29195402298850576,13890,-2.004160853051191,2
-0.29195402298850576,14034,-3.3638656298179956,2
-0.29195402298850576,14290,-10.041002040361189,2
-0.29195402298850576,14563,-6.8123662540395715,2
-0.29195402298850576,14927,-1.2995472238573795,2
-0.29195402298850576,15144,-12.701621881883984,2
-0.29195402298850576,15282,34.82404230661019,2
-0.29195402298850576,15457,1.2520111636059896,2
-0.29195402298850576,15563,6.157778496749854,2
-0.29195402298850576,16128,-160.19638740200122,2
-0.29195402298850576,17586,-4.106051909840734,2
-0.29195402298850576,17865,3.5899179096539306,2
-0.29195402298850576,18102,21.562417360627027,2
-0.29195402298850576,19078,-4.934031178779005,2
-0.29195402298850576,19728,-10.338413401405614,2
-0.29195402298850576,20046,-13.758467203214428,2
-0.29195402298850576,21615,42.242797521266674,2
-0.29195402298850576,24508,-26.647509576683074,2
-0.29195402298850576,25008,-54.0411232102912,2
-0.29195402298850576,25545,106.63837977717075,2
-0.29195402298850576,25799,61.73770768808572,2
-0.29195402298850576,26391,2.5280025168810685,2
-0.29195402298850576,26601,82.29919698680146,2
-0.29195402298850576,26954,20.338009061502817,2
-0.29195402298850576,27145,3.0613897561668457,2
-0.29195402298850576,27327,6.690555181292322,2
-0.29195402298850576,27899,73.39202808750791,2
-0.2879310344827586,235,-1.2730507236939501,2
-0.2879310344827586,1847,0.7987639513408019,2
-0.2879310344827586,3817,-6.548379982154124,2
